"term","estimate","std.error","statistic","p.value","conf.low","conf.high","OR","CI_low","CI_high","gene","bonferroni_corrected"
"(Intercept)",-2.73002910782097,0.188433665720359,-14.4880114568933,1.44258963185823e-47,-3.12069691027012,-2.3794042164768,0.0652173913043486,0.0441264055562445,0.0926057340485334,"97",1.77438524718562e-45
"(Intercept)",-2.73220066133451,0.18842115255538,-14.5004986132408,1.20273040989821e-47,-3.12284685366868,-2.38160344627509,0.0650759219088925,0.0440316381906561,0.0924022965436281,"89",1.47935840417479e-45
"(Intercept)",-2.73220066133451,0.18842115255538,-14.5004986132408,1.20273040989821e-47,-3.12284685366868,-2.38160344627509,0.0650759219088925,0.0440316381906561,0.0924022965436281,"95",1.47935840417479e-45
"(Intercept)",-2.73652967242409,0.188396285916565,-14.5253907693064,8.36638311000777e-48,-3.12713291975569,-2.38598745606481,0.0647948164146861,0.0438433195408307,0.0919980906396964,"17",1.02906512253096e-45
"(Intercept)",-2.73652967242409,0.188396285916565,-14.5253907693064,8.36638311000734e-48,-3.1271329197557,-2.38598745606481,0.0647948164146861,0.0438433195408307,0.0919980906396962,"99",1.0290651225309e-45
"(Intercept)",-2.73868717056409,0.188383931764695,-14.5377960047299,6.98041279969275e-48,-3.12926908184151,-2.38817227812578,0.0646551724137935,0.0437497630653855,0.0917973105959012,"16",8.58590774362208e-46
"(Intercept)",-2.73868717056409,0.188383931764695,-14.5377960047299,6.98041279969257e-48,-3.12926908184151,-2.38817227812578,0.0646551724137935,0.0437497630653856,0.0917973105959016,"98",8.58590774362186e-46
"(Intercept)",-2.73868717056416,0.188383931764704,-14.5377960047295,6.98041279973477e-48,-3.12926908184151,-2.38817227812579,0.0646551724137894,0.0437497630653857,0.091797310595901,"59",8.58590774367376e-46
"(Intercept)",-2.73868717056416,0.188383931764704,-14.5377960047295,6.98041279973459e-48,-3.12926908184151,-2.38817227812579,0.0646551724137894,0.0437497630653856,0.0917973105959009,"92",8.58590774367354e-46
"(Intercept)",-2.73868717056416,0.188383931764704,-14.5377960047295,6.98041279973459e-48,-3.12926908184151,-2.38817227812579,0.0646551724137894,0.0437497630653856,0.0917973105959009,"93",8.58590774367354e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"108",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"109",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"110",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"111",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"112",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"113",5.98120482328416e-46
"(Intercept)",-2.74298825246349,0.188359380122454,-14.5625253739965,4.86276814901151e-48,-3.13352779698792,-2.39252763148429,0.0643776824034332,0.0435638414613421,0.0913983702645798,"114",5.98120482328416e-46
"(Intercept)",-2.74513187600676,0.188347181971116,-14.5748497390725,4.06014980430298e-48,-3.1356503415729,-2.39469824302276,0.0642398286937887,0.0434714733279662,0.0912001950659814,"43",4.99398425929267e-46
"(Intercept)",-2.74513187600676,0.188347181971116,-14.5748497390725,4.06014980430298e-48,-3.1356503415729,-2.39469824302276,0.0642398286937887,0.0434714733279662,0.0912001950659814,"102",4.99398425929267e-46
"(Intercept)",-2.74513187600676,0.188347181971116,-14.5748497390725,4.06014980430298e-48,-3.1356503415729,-2.39469824302276,0.0642398286937887,0.0434714733279662,0.0912001950659814,"103",4.99398425929267e-46
"seu1",-2.7457682803934,0.737714565544001,-3.72199277151133,0.000197656682748744,-4.57643576668543,-1.52861641870615,0.0641989591911563,0.0102915123547452,0.216835469367185,"23",0.0243117719780955
"(Intercept)",-2.74638634964217,0.191557963970811,-14.3371034683823,1.28299479450639e-46,-3.14396666350955,-2.3902835462049,0.06415929204846,0.0431114496719946,0.0916037063114792,"53",1.57808359724286e-44
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.3908220208898e-48,-3.1377684213802,-2.39686412900721,0.0641025641025674,0.0433794947215181,0.091002879600245,"115",4.17071108569445e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"88",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"100",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"101",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"116",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"117",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"119",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"120",4.17071108569456e-46
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"121",4.17071108569456e-46
