"term","estimate","std.error","statistic","p.value","conf.low","conf.high","OR","CI_low","CI_high","gene","bonferroni_corrected"
"(Intercept)",-2.74727091425544,0.18833503516363,-14.5871473773775,3.39082202088989e-48,-3.13776842138019,-2.39686412900721,0.0641025641025673,0.0433794947215181,0.0910028796002449,"122",4.17071108569456e-46
"(Intercept)",-2.74859629528435,0.191545177965436,-14.3495979615854,1.07156618205445e-46,-3.14615464807926,-2.39252173649337,0.0640176600577356,0.0430172256033283,0.0913989090587305,"56",1.31802640392698e-44
"(Intercept)",-2.77043122378219,0.191420266668375,-14.4730297998269,1.79392689848608e-47,-3.16777509819267,-2.41463248594455,0.0626349892207548,0.042097155824335,0.0894001887109147,"61",2.20653008513788e-45
"(Intercept)",-2.77903342731103,0.191371754227576,-14.521648915891,8.83588969619381e-48,-3.17629404062877,-2.42334175185781,0.0620985010937265,0.0417400557940753,0.0886249594338688,"104",1.08681443263184e-45
"(Intercept)",-2.77926282895456,0.19475781670954,-14.270353179711,3.34878343143364e-46,-3.18398160773435,-2.41760574475688,0.0620842572293606,0.0414204065509074,0.0891347735814713,"76",4.11900362066338e-44
"(Intercept)",-2.78117246554522,0.191359751525552,-14.533737859572,7.4066104741368e-48,-3.17841248238188,-2.42550727331112,0.0619658119897279,0.0416517255114172,0.0884332478356237,"82",9.11013088318826e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.22759271281246e-48,-3.18052648006855,-2.42766809343819,0.0618336886993633,0.041563766864985,0.0882423657989432,"118",7.65993903675933e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.2275927128123e-48,-3.18052648006856,-2.42766809343819,0.0618336886993632,0.0415637668649846,0.0882423657989434,"81",7.65993903675913e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.2275927128123e-48,-3.18052648006856,-2.42766809343819,0.0618336886993632,0.0415637668649846,0.0882423657989434,"87",7.65993903675913e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.2275927128123e-48,-3.18052648006856,-2.42766809343819,0.0618336886993632,0.0415637668649846,0.0882423657989434,"94",7.65993903675913e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.2275927128123e-48,-3.18052648006856,-2.42766809343819,0.0618336886993632,0.0415637668649846,0.0882423657989434,"105",7.65993903675913e-46
"(Intercept)",-2.78330693845976,0.191350345656172,-14.545607058693,6.2275927128123e-48,-3.18052648006856,-2.42766809343819,0.0618336886993632,0.0415637668649846,0.0882423657989434,"107",7.65993903675913e-46
"(Intercept)",-2.78409632868432,0.198303585472229,-14.0395662642933,8.92572315166446e-45,-3.19665555642873,-2.4162161391254,0.0617848970503145,0.0408987590925653,0.0892587218644712,"27",1.09786394765473e-42
"arsR1",-2.78414934736164,1.02133706605499,-2.72598482900037,0.00641099449786026,-5.66884746421698,-1.22853037581951,0.0617816213836311,0.00345184135505538,0.292722453721539,"33",0.788552323236812
"arsC1",-2.79341185927548,1.02131475196573,-2.7351135914751,0.00623587527973126,-5.67809875871936,-1.23783114733446,0.061212010465898,0.00342005461505995,0.290012530784193,"31",0.767012659406945
"arsB1",-2.79341185927548,1.02131475196573,-2.7351135914751,0.00623587527973126,-5.67809875871936,-1.23783114733446,0.061212010465898,0.00342005461505995,0.290012530784193,"32",0.767012659406945
"(Intercept)",-2.80768004143186,0.275202484009833,-10.2022336445609,1.93764159886131e-24,-3.39453169437371,-2.30746738209052,0.0603448276235722,0.0335562650808425,0.0995129609904276,"36",2.38329916659942e-22
"(Intercept)",-2.81626378502274,0.194549955818817,-14.4757873275772,1.72340967530262e-47,-3.22062693638508,-2.45506594850482,0.0598290598721191,0.0399300168313741,0.0858575330785228,"106",2.11979390062222e-45
"(Intercept)",-2.81626378502275,0.194549955818816,-14.4757873275773,1.7234096752991e-47,-3.22062693638507,-2.45506594850482,0.0598290598721186,0.0399300168313745,0.0858575330785227,"86",2.1197939006179e-45
"(Intercept)",-2.83040829220904,0.224557337456606,-12.6043901493799,1.99711367254657e-36,-3.30163950032495,-2.4168710506535,0.0589887640991882,0.0368227469794851,0.0892002844363,"71",2.45644981723228e-34
"(Intercept)",-2.83566132468849,0.210023304439028,-13.5016508394748,1.52910935634231e-41,-3.27438099080816,-2.44740303671407,0.0586797066605205,0.0378402854656697,0.0865179790187749,"2",1.88080450830104e-39
"(Intercept)",-2.84620053837886,0.197953934460374,-14.3780953186793,7.10223513964012e-47,-3.25816346796243,-2.47909390962415,0.0580645161989518,0.038458964319185,0.0838191389099174,"85",8.73574922175735e-45
"(Intercept)",-2.84892634845971,0.201709646981002,-14.1238973499767,2.70602250703006e-45,-3.26921150713282,-2.4752395444119,0.0579064588703508,0.0380364066896328,0.0841428318978127,"67",3.32840768364697e-43
"(Intercept)",-2.85049239036975,0.197930500644539,-14.4014812324904,5.06463134874166e-47,-3.26241542195143,-2.48343750766426,0.0578158458992719,0.0382957857322007,0.0834558518201428,"83",6.22949655895224e-45
"(Intercept)",-2.85049239036975,0.197930500644539,-14.4014812324904,5.06463134874166e-47,-3.26241542195143,-2.48343750766426,0.0578158458992719,0.0382957857322007,0.0834558518201428,"84",6.22949655895224e-45
"aph.3...IIIa1",-2.86669140770915,1.02113546633554,-2.8073566164503,0.00499499109059771,-5.75129659578617,-1.31139060297843,0.0568868308891909,0.00317865669056759,0.269445104575612,"44",0.614383904143519
"(Intercept)",-2.88394086530957,0.201517980608808,-14.3110845821145,1.86580604398802e-46,-3.30390091794253,-2.51067774432454,0.0559139786207828,0.0367395694557441,0.0812131788135349,"80",2.29494143410526e-44
"(Intercept)",-2.92745342827346,0.205274272660476,-14.2611803726396,3.81939134696103e-46,-3.35587784660617,-2.5477262013325,0.0535331908205158,0.034878738529543,0.0782594099897046,"79",4.69785135676207e-44
"(Intercept)",-2.92959246636808,0.2052629711192,-14.2723865410036,3.25254303151322e-46,-3.35799786888468,-2.54989014024723,0.0534188036688763,0.0348048731526022,0.0780902445048833,"73",4.00062792876126e-44
"(Intercept)",-2.92959246636808,0.2052629711192,-14.2723865410036,3.25254303151322e-46,-3.35799786888468,-2.54989014024723,0.0534188036688763,0.0348048731526022,0.0780902445048833,"74",4.00062792876126e-44
"(Intercept)",-2.92959246636808,0.2052629711192,-14.2723865410036,3.25254303151322e-46,-3.35799786888468,-2.54989014024723,0.0534188036688763,0.0348048731526022,0.0780902445048833,"75",4.00062792876126e-44
"(Intercept)",-2.96183071418428,0.264776668234626,-11.1861469287759,4.76701665081102e-29,-3.52530594089469,-2.47991763432687,0.0517241383290015,0.0294427982350121,0.0837501234434108,"55",5.86343048049756e-27
"(Intercept)",-2.98480319215732,0.213704615201302,-13.966957097982,2.47998125036658e-44,-3.43220115616753,-2.5905273042942,0.050549451098644,0.0323157304597391,0.07498049212386,"72",3.0503769379509e-42
"sei1",-3.04097001341362,0.737892685050991,-4.12115484408614,3.76977934712981e-05,-4.87191204702305,-1.82324454784139,0.0477885115070212,0.00765870747032391,0.161500902541725,"24",0.00463682859696967
"(Intercept)",-3.06472511088576,0.223223741226718,-13.7293869103872,6.77039918653938e-43,-3.53374909243197,-2.65414939211579,0.0466666682605754,0.0291952547220754,0.0703586608506526,"68",8.32759099944344e-41
"(Intercept)",-3.11000036710294,0.234475997954698,-13.2636192797175,3.76287611088398e-40,-3.60454682866494,-2.68023140780178,0.0446009389671357,0.0271997681758025,0.0685472899411139,"69",4.62833761638729e-38
"(Intercept)",-3.15059698411492,0.228344744848,-13.7975454009775,2.636788725975e-43,-3.63136048888543,-2.73146786386449,0.0428265524625264,0.0264801339633977,0.0651236268567241,"78",3.24325013294925e-41
"cadD1",-3.41328606242804,0.738474742567831,-4.62207556423574,3.79919565360631e-06,-5.24506146314503,-2.19377164932119,0.03293280312636,0.00527349755891099,0.111495432915363,"15",0.000467301065393577
"(Intercept)",-3.55534806145452,1.01418098975563,-3.50563469180306,0.00045551995502587,-6.4329513995772,-2.02472114711877,0.0285714285724256,0.00160769886370724,0.132030655183635,"38",0.0560289544681821
"(Intercept)",-3.63758615957672,1.01306391322275,-3.59067785565955,0.000329819079289153,-6.51414191392696,-2.1108582526632,0.0263157894776227,0.00148232731832552,0.121133958264837,"37",0.0405677467525658
"qnrB1",-11.8187968624337,882.74339524561,-0.0133887117435133,0.989317672759825,NA,168.069208448399,7.36481326732905e-06,NA,9.80685619530156e+72,"115",1
"iss1",-11.8187968624341,882.743395245724,-0.013388711743512,0.989317672759826,NA,168.069208448422,7.36481326732619e-06,NA,9.80685619552259e+72,"88",1
"sel331",-11.8187968624342,882.743395245729,-0.013388711743512,0.989317672759826,NA,168.069208448423,7.36481326732551e-06,NA,9.80685619553179e+72,"101",1
"lnu.A..1",-11.8187968624342,882.743395245731,-0.013388711743512,0.989317672759826,NA,168.069208448423,7.36481326732547e-06,NA,9.80685619553597e+72,"100",1
"sul21",-11.8187968624342,882.743395245759,-0.0133887117435116,0.989317672759827,NA,168.069208448429,7.36481326732506e-06,NA,9.80685619559255e+72,"116",1
"blaTEM.1811",-11.8187968624345,882.743395245846,-0.0133887117435106,0.989317672759827,NA,168.069208448446,7.36481326732297e-06,NA,9.80685619576425e+72,"117",1
"qacH1",-11.8187968624345,882.743395245844,-0.0133887117435107,0.989317672759827,NA,168.069208448446,7.36481326732284e-06,NA,9.80685619575728e+72,"121",1
"lsa.A.1",-11.8187968624345,882.743395245844,-0.0133887117435107,0.989317672759827,NA,168.069208448446,7.36481326732284e-06,NA,9.80685619575728e+72,"122",1
"sal.A.1",-11.8187968624345,882.743395245848,-0.0133887117435106,0.989317672759827,NA,168.069208448446,7.36481326732281e-06,NA,9.80685619576536e+72,"119",1
"mecA11",-11.8187968624345,882.743395245848,-0.0133887117435106,0.989317672759827,NA,168.069208448446,7.36481326732281e-06,NA,9.80685619576536e+72,"120",1
"sec31",-12.8209363727755,1029.12148173013,-0.0124581369647646,0.990060101980717,NA,148.689431733495,2.70357287476772e-06,NA,3.75837161273785e+64,"103",1
"etb1",-12.8209363727757,1029.12148173022,-0.0124581369647637,0.990060101980717,NA,148.689431733508,2.70357287476737e-06,NA,3.7583716127871e+64,"102",1
"blaTEM1",-12.820936372776,1029.12148173044,-0.0124581369647614,0.990060101980719,NA,148.689431733543,2.70357287476647e-06,NA,3.75837161291816e+64,"43",1
"vanZ.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"108",1
"vanY.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"109",1
"vanX.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"110",1
"vanA1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"111",1
"vanH.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"112",1
"vanS.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"113",1
"vanR.A1",-12.8230799963672,840.274178244919,-0.0152605903267797,0.987824283182913,NA,96.7472780286298,2.69778363935935e-06,NA,1.0394628848618e+42,"114",1
"dfrS11",-13.8273812518963,1073.1090380385,-0.012885346000972,0.989719265854727,NA,97.5236689989644,9.88199484790653e-07,NA,2.25939051484142e+42,"59",1
"qacR1",-13.8273812518965,1073.10903803861,-0.0128853460009709,0.989719265854727,NA,97.5236689989754,9.88199484790427e-07,NA,2.25939051486624e+42,"16",1
"eta1",-13.8273812518966,1073.10903803866,-0.0128853460009703,0.989719265854728,NA,97.5236689989807,9.88199484790377e-07,NA,2.25939051487812e+42,"98",1
"set1",-13.8273812518966,1073.10903803863,-0.0128853460009707,0.989719265854728,NA,97.523668998977,9.88199484790369e-07,NA,2.25939051486974e+42,"92",1
"ses1",-13.8273812518966,1073.10903803863,-0.0128853460009707,0.989719265854728,NA,97.523668998977,9.88199484790369e-07,NA,2.25939051486974e+42,"93",1
"ednB1",-13.8295387500411,979.610047683727,-0.0141173916935018,0.988736325273324,NA,80.0021774319977,9.8606974451696e-07,NA,5.55269985702645e+34,"99",1
"qacA1",-13.8295387500414,979.610047683723,-0.0141173916935021,0.988736325273324,NA,80.0021774319973,9.86069744516699e-07,NA,5.55269985702384e+34,"17",1
"qacJ1",-13.8338677611307,848.367192332462,-0.016306462444754,0.986989901942309,NA,57.9162443080655,9.81810263979103e-07,NA,1.42136401317136e+25,"95",1
"sel301",-13.8338677611309,848.367192332497,-0.0163064624447536,0.986989901942309,NA,57.9162443080684,9.81810263978918e-07,NA,1.42136401317539e+25,"89",1
"selZ1",-13.8360393146538,799.848261983391,-0.0172983301612039,0.986198617743194,NA,50.4924160683227,9.79680523700753e-07,NA,8.48355102795527e+21,"97",1
"selV1",-13.8382155940692,758.802689458218,-0.0182369089966584,0.985449858405379,NA,44.5239958864002,9.77550783438949e-07,NA,21703297608085434368,"60",1
"mupA1",-13.8382155940692,758.802689458268,-0.0182369089966573,0.98544985840538,NA,44.5239958864039,9.77550783438881e-07,NA,2.1703297608165e+19,"62",1
"sec21",-14.8425824771188,1142.05090421937,-0.0129964281121639,0.989630642574299,NA,66.5267295747599,3.58053837734606e-07,NA,7.80174144477312e+28,"77",1
"catA1",-14.8580182852614,907.610032864883,-0.0163704870453689,0.986938824519881,NA,38.6754427114068,3.52569424460659e-07,NA,62593805309742224,"52",1
"seb1",-14.860242980274,884.628834568329,-0.0167982801369179,0.986597541956227,NA,36.2405986501745,3.51785936854089e-07,NA,5483931415132724,"96",1
"sed1",-14.866946916,824.920644563704,-0.0180222752503219,0.985621083215901,NA,30.1435964363659,3.49435474022996e-07,NA,12336660038268.7,"42",1
"(Intercept)",-15.5660682305648,840.274157640926,-0.0185249874567922,0.985220043876295,NA,94.082343387885,1.73677061500211e-07,NA,7.23506734398055e+40,"8",1
"(Intercept)",-15.5660682305648,840.274157640926,-0.0185249874567922,0.985220043876295,NA,94.082343387885,1.73677061500211e-07,NA,7.23506734398055e+40,"12",1
"(Intercept)",-15.5660682305648,840.274157640926,-0.0185249874567922,0.985220043876295,NA,94.082343387885,1.73677061500211e-07,NA,7.23506734398055e+40,"13",1
"ser1",-15.8782210160736,1232.66284544226,-0.0128812359963497,0.989722544891822,-372.135695032474,45.8918779469731,1.2710897900144e-07,2.41836098687531e-162,8.522938537e+19,"40",1
"sej1",-15.8782210160736,1232.66284544226,-0.0128812359963497,0.989722544891822,-372.135695032474,45.8918779469731,1.2710897900144e-07,2.41836098687531e-162,8.522938537e+19,"41",1
"mph.C.1",-15.882766478444,1190.8654472921,-0.013337162913375,0.989358799103425,-415.501568743626,33.678612631496,1.26532521046951e-07,3.54781914122572e-181,423092789524139,"48",1
"msr.A.1",-15.8873326964321,1153.05051220649,-0.0137785227344724,0.989006677283412,-315.663062537483,43.934063728329,1.25956063091217e-07,8.11472486339066e-138,12031546248491905024,"47",1
"bleO1",-15.927011180255,931.805533804054,-0.0170926342487297,0.986362715073367,-259.674535492079,32.394221036773,1.21056170476113e-07,1.67796209139266e-113,117120101968404,"1",1
"sep1",-15.9293949716007,922.440416767159,-0.0172687521947789,0.986222214021331,-257.315731541167,31.9048925793209,1.20767941499953e-07,1.77499725095019e-112,71799065696958.5,"30",1
"mecI1",-15.9317844589971,913.352112591199,-0.0174432009729504,0.986083044997269,-255.027791043401,31.429935925831,1.20479712522742e-07,1.74919254559234e-111,44652701521917.9,"11",1
"seq1",-15.9511087318267,849.175237439036,-0.01878423678478,0.98501322882906,-238.907474520749,28.0731000834139,1.18173880703751e-07,1.75308159474517e-104,1555938604141.89,"58",1
"sea1",-15.9535507354858,842.069043934532,-0.0189456563572786,0.98488445756049,-237.126836452547,27.7010424197771,1.17885651726002e-07,1.04021573156593e-103,1072531030049.5,"50",1
"sek1",-15.9584527060822,828.375952492253,-0.0192647464693653,0.984629906948467,-233.698439290881,26.9838820143772,1.17309193771794e-07,3.20669302077051e-102,523541435157.163,"57",1
"lukS.PV1",-15.9609127319283,821.775242451035,-0.0194224794170278,0.984504077808212,-232.047143283049,26.6380618413162,1.17020964793859e-07,1.67188395834465e-101,370478718955.461,"91",1
"lukF.PV1",-15.9733044642216,790.986137815405,-0.020194164853935,0.983888482709836,-224.357239701745,25.0238916820265,1.15579819907449e-07,3.65501212902788e-98,73745932789.3392,"90",1
"(Intercept)",-16.5660684138273,1073.10902140372,-0.0154374514456671,0.987683185048737,NA,94.9198000811426,6.38922086199501e-08,NA,1.67165017682783e+41,"5",1
"(Intercept)",-16.5660684201861,906.942653377855,-0.0182658389243099,0.985426779507018,NA,64.8189801212049,6.38922082136689e-08,NA,1.41424740079548e+28,"3",1
"(Intercept)",-16.5660684240936,906.942652835995,-0.0182658389395314,0.985426779494875,NA,64.8189800686731,6.38922079640139e-08,NA,1.41424732650244e+28,"4",1
"(Intercept)",-16.566068429611,979.610029786891,-0.0169108807850966,0.986507712397713,NA,77.4038035213731,6.38922076114914e-08,NA,4.13090062649957e+33,"9",1
"cadC1",-17.072863065919,1044.52209356912,-0.0163451430764678,0.986959043376133,-296.408717587093,37.0045933480768,3.84901656509927e-08,1.86779652859474e-129,11773096292585330,"51",1
"merA1",-17.1989449043728,881.003090690127,-0.0195220029147686,0.984424684599076,-257.20517675039,28.3485759553125,3.39307245414042e-08,1.98249006852561e-112,2049415927999.64,"65",1
"merT1",-17.2020747973814,878.061503020619,-0.0195909679882384,0.984369668953272,-256.515210758291,28.1917885513846,3.38246910272233e-08,3.95238682945168e-112,1752016544112.18,"64",1
"merB1",-17.2115236865903,869.410440229302,-0.0197967759416954,0.984205489806421,-254.490275047535,27.7303826060218,3.35065904842818e-08,2.99417961187506e-111,1104465480734.19,"63",1
"sat41",-17.2973849771922,803.792691166914,-0.021519709207707,0.982831081428741,-239.373548331474,24.213130717885,3.07497191154592e-08,1.09999027615513e-104,32781517999.0249,"45",1
"erm.A.1",-18.3468650376323,1276.25996736019,-0.0143754920681096,0.988530411867126,-373.419460656029,47.5275468974557,1.07660837509279e-08,6.6986733678988e-163,4.37473102349154e+20,"6",1
"ant.9..Ia1",-18.3468650376383,1276.25996735966,-0.0143754920681203,0.988530411867117,-373.419460655894,47.5275468974221,1.07660837508632e-08,6.698673368802e-163,4.3747310233447e+20,"7",1
"mecR11",-18.7854823530794,1039.37271019046,-0.0180738652928813,0.985579927020964,-311.995821511986,34.6091202614091,6.94334386819885e-09,3.17640843387866e-136,1072877044303202,"10",1
"sak1",-21.0160221859451,1431.51866602936,-0.0146809278039229,0.988286735127796,-429.636889918003,51.6509686104477,7.46203931884684e-10,2.57673339792251e-187,2.70228190096446e+22,"29",1
"scn1",-21.0960648936174,1424.70187247813,-0.0148073539462139,0.988185872624677,-428.044366118608,51.1750400588937,6.88803629432876e-10,1.26675837693226e-186,1.67894901782027e+22,"28",1
